Proteins	Description	Gene	Contam	Decoy	exp_WT_1	exp_WT_2	exp_WT_3	exp_GFP_1	exp_GFP_2	exp_GFP_3
16748	>sp|P54136|SYRC_HUMAN Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=RARS PE=1 SV=2	RARS	0	0	1	2	1	7	7	5
9416	>sp|P32322|P5CR1_HUMAN Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Homo sapiens GN=PYCR1 PE=1 SV=2	PYCR1	0	0	1	0	0	0	0	0
3478	>sp|P63167|DYL1_HUMAN Dynein light chain 1, cytoplasmic OS=Homo sapiens GN=DYNLL1 PE=1 SV=1	DYNLL1	0	0	1	2	2	0	1	0
184	>sp|O00400|ACATN_HUMAN Acetyl-coenzyme A transporter 1 OS=Homo sapiens GN=SLC33A1 PE=1 SV=1	SLC33A1	0	0	1	0	0	0	0	0
14351	>sp|O43819|SCO2_HUMAN Protein SCO2 homolog, mitochondrial OS=Homo sapiens GN=SCO2 PE=1 SV=3	SCO2	0	0	1	0	0	0	0	0
8651	>sp|Q9Y266|NUDC_HUMAN Nuclear migration protein nudC OS=Homo sapiens GN=NUDC PE=1 SV=1	NUDC	0	0	1	3	0	0	0	0
726	>sp|P04075|ALDOA_HUMAN Fructose-bisphosphate aldolase A OS=Homo sapiens GN=ALDOA PE=1 SV=2	ALDOA	0	0	1	1	1	1	0	1
6437	>sp|Q01469|FABP5_HUMAN Fatty acid-binding protein, epidermal OS=Homo sapiens GN=FABP5 PE=1 SV=3	FABP5	0	0	1	1	1	1	2	1
5479	>sp|Q9BTE7|DCNL5_HUMAN DCN1-like protein 5 OS=Homo sapiens GN=DCUN1D5 PE=1 SV=1	DCUN1D5	0	0	1	0	1	0	1	0
3761	>sp|O14976|GAK_HUMAN Cyclin-G-associated kinase OS=Homo sapiens GN=GAK PE=1 SV=2	GAK	0	0	1	1	0	1	0	0
3344	>sp|Q9NZN3|EHD3_HUMAN EH domain-containing protein 3 OS=Homo sapiens GN=EHD3 PE=1 SV=2	EHD3	0	0	1	0	0	0	0	0
18163	>sp|Q01081|U2AF1_HUMAN Splicing factor U2AF 35 kDa subunit OS=Homo sapiens GN=U2AF1 PE=1 SV=3	U2AF1	0	0	1	1	1	0	0	0
17356	>sp|Q9H5Q4|TFB2M_HUMAN Dimethyladenosine transferase 2, mitochondrial OS=Homo sapiens GN=TFB2M PE=1 SV=1	TFB2M	0	0	1	0	1	1	1	1
15021	>sp|P18077|RL35A_HUMAN 60S ribosomal protein L35a OS=Homo sapiens GN=RPL35A PE=1 SV=2	RPL35A	0	0	1	1	1	1	1	1
9038	>sp|Q9BW27|NUP85_HUMAN Nuclear pore complex protein Nup85 OS=Homo sapiens GN=NUP85 PE=1 SV=1	NUP85	0	0	1	1	1	2	1	6
4030	>sp|Q71DI3|H32_HUMAN Histone H3.2 OS=Homo sapiens GN=HIST2H3A PE=1 SV=3	HIST2H3A	0	0	1	2	1	2	3	3
16653	>sp|P84103|SRSF3_HUMAN Serine/arginine-rich splicing factor 3 OS=Homo sapiens GN=SRSF3 PE=1 SV=1	SRSF3	0	0	1	0	0	0	0	0
7419	>sp|Q9BW72|HIG2A_HUMAN HIG1 domain family member 2A, mitochondrial OS=Homo sapiens GN=HIGD2A PE=1 SV=1	HIGD2A	0	0	2	1	0	0	0	0
2438	>sp|O75794|CD123_HUMAN Cell division cycle protein 123 homolog OS=Homo sapiens GN=CDC123 PE=1 SV=1	CDC123	0	0	1	1	1	1	1	1
19063	>sp|Q9Y277|VDAC3_HUMAN Voltage-dependent anion-selective channel protein 3 OS=Homo sapiens GN=VDAC3 PE=1 SV=1	VDAC3	0	0	1	0	1	5	4	4
14610	>sp|Q15382|RHEB_HUMAN GTP-binding protein Rheb OS=Homo sapiens GN=RHEB PE=1 SV=1	RHEB	0	0	1	0	0	1	1	0
5574	>sp|Q9Y6G9|DC1L1_HUMAN Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens GN=DYNC1LI1 PE=1 SV=3	DYNC1LI1	0	0	1	0	1	3	3	3
5516	>sp|P61962|DCAF7_HUMAN DDB1- and CUL4-associated factor 7 OS=Homo sapiens GN=DCAF7 PE=1 SV=1	DCAF7	0	0	1	0	0	0	0	0
1798	>sp|Q9Y6D5|BIG2_HUMAN Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Homo sapiens GN=ARFGEF2 PE=1 SV=3	ARFGEF2	0	0	1	0	0	2	1	0
15309	>sp|P62304|RUXE_HUMAN Small nuclear ribonucleoprotein E OS=Homo sapiens GN=SNRPE PE=1 SV=1	SNRPE	0	0	1	1	1	1	1	1
14863	>sp|P35251|RFC1_HUMAN Replication factor C subunit 1 OS=Homo sapiens GN=RFC1 PE=1 SV=4	RFC1	0	0	1	0	1	1	1	1
12277	>sp|P55209|NP1L1_HUMAN Nucleosome assembly protein 1-like 1 OS=Homo sapiens GN=NAP1L1 PE=1 SV=1	NAP1L1	0	0	1	0	0	1	1	0
10412	>sp|Q9H9P8|L2HDH_HUMAN L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=L2HGDH PE=1 SV=3	L2HGDH	0	0	1	1	1	0	0	1
8593	>sp|Q5XKP0|MIC13_HUMAN MICOS complex subunit MIC13 OS=Homo sapiens GN=MIC13 PE=1 SV=1	MIC13	0	0	2	2	2	3	2	2
19110	>sp|P45880|VDAC2_HUMAN Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens GN=VDAC2 PE=1 SV=2	VDAC2	0	0	1	2	1	4	3	5
13572	>sp|P07737|PROF1_HUMAN Profilin-1 OS=Homo sapiens GN=PFN1 PE=1 SV=2	PFN1	1	0	1	2	1	0	1	1
17359	>sp|P22735|TGM1_HUMAN Protein-glutamine gamma-glutamyltransferase K OS=Homo sapiens GN=TGM1 PE=1 SV=4	TGM1	0	0	1	0	0	0	0	0
11635	>sp|Q9UDX5|MTFP1_HUMAN Mitochondrial fission process protein 1 OS=Homo sapiens GN=MTFP1 PE=1 SV=1	MTFP1	0	0	1	0	0	0	0	0
6188	>sp|P33947|ERD22_HUMAN ER lumen protein-retaining receptor 2 OS=Homo sapiens GN=KDELR2 PE=1 SV=1	KDELR2	0	0	2	1	1	1	0	0
7354	>sp|Q9H936|GHC1_HUMAN Mitochondrial glutamate carrier 1 OS=Homo sapiens GN=SLC25A22 PE=1 SV=1	SLC25A22	0	0	1	0	2	2	4	5
71012	>Q3ZBS7 TREMBL:Q3ZBS7 (Bos taurus) Vitronectin	Unknown	1	0	1	1	1	2	2	1
6790	>sp|Q5T0W9|FA83B_HUMAN Protein FAM83B OS=Homo sapiens GN=FAM83B PE=1 SV=1	FAM83B	0	0	1	0	0	0	0	0
18859	>sp|P25311|ZA2G_HUMAN Zinc-alpha-2-glycoprotein OS=Homo sapiens GN=AZGP1 PE=1 SV=2	AZGP1	0	0	1	1	0	0	0	0
15547	>sp|Q9Y230|RUVB2_HUMAN RuvB-like 2 OS=Homo sapiens GN=RUVBL2 PE=1 SV=3	RUVBL2	0	0	1	0	1	2	2	1
16389	>sp|Q9UNL2|SSRG_HUMAN Translocon-associated protein subunit gamma OS=Homo sapiens GN=SSR3 PE=1 SV=1	SSR3	0	0	1	0	0	1	1	1
9965	>sp|Q5T749|KPRP_HUMAN Keratinocyte proline-rich protein OS=Homo sapiens GN=KPRP PE=1 SV=1	KPRP	0	0	1	2	2	1	0	2
6089	>sp|Q9H9T3|ELP3_HUMAN Elongator complex protein 3 OS=Homo sapiens GN=ELP3 PE=1 SV=2	ELP3	0	0	1	0	1	0	0	0
1961	>sp|P00918|CAH2_HUMAN Carbonic anhydrase 2 OS=Homo sapiens GN=CA2 PE=1 SV=2	CA2	0	0	1	1	0	1	0	0
19302	>sp|Q7Z5K2|WAPL_HUMAN Wings apart-like protein homolog OS=Homo sapiens GN=WAPL PE=1 SV=1	WAPL	0	0	1	2	1	2	1	1
14473	>sp|Q15286|RAB35_HUMAN Ras-related protein Rab-35 OS=Homo sapiens GN=RAB35 PE=1 SV=1	RAB35	0	0	1	1	0	1	0	1
10538	>sp|Q14657|LAGE3_HUMAN EKC/KEOPS complex subunit LAGE3 OS=Homo sapiens GN=LAGE3 PE=1 SV=2	LAGE3	0	0	1	2	1	0	0	0
4997	>sp|Q96FN4|CPNE2_HUMAN Copine-2 OS=Homo sapiens GN=CPNE2 PE=1 SV=3	CPNE2	0	0	1	0	0	0	0	0
1699	>sp|P11586|C1TC_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens GN=MTHFD1 PE=1 SV=3	MTHFD1	0	0	1	0	0	0	1	0
13956	>sp|Q92928|RAB1C_HUMAN Putative Ras-related protein Rab-1C OS=Homo sapiens GN=RAB1C PE=5 SV=2	RAB1C	0	0	1	1	0	0	0	0
7994	>sp|Q96CB8|INT12_HUMAN Integrator complex subunit 12 OS=Homo sapiens GN=INTS12 PE=1 SV=1	INTS12	0	0	1	0	0	0	1	0
7474	>sp|P00492|HPRT_HUMAN Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens GN=HPRT1 PE=1 SV=2	HPRT1	0	0	1	1	0	0	0	0
71040	>P02668 SWISS-PROT:P02668 Kappa-casein [Contains: Casoxin C; Casoxin 6; Casoxin A; Casoxin B; Casoplatelin] - Bos taurus (Bovine).	Unknown	1	0	1	1	1	2	2	0
18212	>sp|Q70CQ2|UBP34_HUMAN Ubiquitin carboxyl-terminal hydrolase 34 OS=Homo sapiens GN=USP34 PE=1 SV=2	USP34	0	0	1	0	0	1	1	1
16956	>sp|Q9H061|T126A_HUMAN Transmembrane protein 126A OS=Homo sapiens GN=TMEM126A PE=1 SV=1	TMEM126A	0	0	1	3	3	2	1	1
12751	>sp|Q53EL6|PDCD4_HUMAN Programmed cell death protein 4 OS=Homo sapiens GN=PDCD4 PE=1 SV=2	PDCD4	0	0	1	0	0	4	3	0
11997	>sp|Q9NXR1|NDE1_HUMAN Nuclear distribution protein nudE homolog 1 OS=Homo sapiens GN=NDE1 PE=1 SV=2	NDE1	0	0	1	0	0	0	0	0
10963	>sp|P43243|MATR3_HUMAN Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=2	MATR3	0	0	1	2	1	4	2	5
9935	>sp|Q14807|KIF22_HUMAN Kinesin-like protein KIF22 OS=Homo sapiens GN=KIF22 PE=1 SV=5	KIF22	0	0	1	1	0	0	0	0
76546	>sp|Q9NYJ7|DLL3_HUMAN Delta-like protein 3 OS=Homo sapiens GN=DLL3 PE=1 SV=1	DLL3	0	1	1	0	0	0	0	0
7539	>sp|Q00839|HNRPU_HUMAN Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6	HNRNPU	0	0	1	2	1	3	3	3
9298	>sp|P12004|PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens GN=PCNA PE=1 SV=1	PCNA	0	0	1	1	0	3	5	4
76234	>sp|Q9Y4F4|CREC1_HUMAN Crescerin-1 OS=Homo sapiens GN=FAM179B PE=1 SV=4	FAM179B	0	1	1	0	0	0	0	0
17584	>sp|O96008|TOM40_HUMAN Mitochondrial import receptor subunit TOM40 homolog OS=Homo sapiens GN=TOMM40 PE=1 SV=1	TOMM40	0	0	1	0	1	3	2	2
11360	>sp|A6NES4|MRO2A_HUMAN Maestro heat-like repeat-containing protein family member 2A OS=Homo sapiens GN=MROH2A PE=4 SV=4	MROH2A	0	0	1	0	0	0	0	0
10631	>sp|Q9H9A6|LRC40_HUMAN Leucine-rich repeat-containing protein 40 OS=Homo sapiens GN=LRRC40 PE=1 SV=1	LRRC40	0	0	1	0	1	0	0	0
11414	>sp|P36507|MP2K2_HUMAN Dual specificity mitogen-activated protein kinase kinase 2 OS=Homo sapiens GN=MAP2K2 PE=1 SV=1	MAP2K2	0	0	2	1	0	3	3	3
4731	>sp|P35606|COPB2_HUMAN Coatomer subunit beta' OS=Homo sapiens GN=COPB2 PE=1 SV=2	COPB2	0	0	1	0	0	4	4	4
4122	>sp|Q7Z4H7|HAUS6_HUMAN HAUS augmin-like complex subunit 6 OS=Homo sapiens GN=HAUS6 PE=1 SV=2	HAUS6	0	0	1	0	0	2	0	0
15027	>sp|Q9BZE1|RM37_HUMAN 39S ribosomal protein L37, mitochondrial OS=Homo sapiens GN=MRPL37 PE=1 SV=2	MRPL37	0	0	1	0	0	0	0	0
13685	>sp|P49721|PSB2_HUMAN Proteasome subunit beta type-2 OS=Homo sapiens GN=PSMB2 PE=1 SV=1	PSMB2	0	0	1	0	0	0	0	0
1105	>sp|P25098|ARBK1_HUMAN Beta-adrenergic receptor kinase 1 OS=Homo sapiens GN=GRK2 PE=1 SV=2	GRK2	0	0	1	0	0	0	0	0
9596	>sp|P54819|KAD2_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens GN=AK2 PE=1 SV=2	AK2	0	0	1	0	0	0	0	1
8720	>sp|Q9Y5Y2|NUBP2_HUMAN Cytosolic Fe-S cluster assembly factor NUBP2 OS=Homo sapiens GN=NUBP2 PE=1 SV=1	NUBP2	0	0	1	1	0	0	0	2
7825	>sp|Q86YV9|HPS6_HUMAN Hermansky-Pudlak syndrome 6 protein OS=Homo sapiens GN=HPS6 PE=1 SV=1	HPS6	0	0	1	0	0	1	1	1
13733	>sp|Q96EY7|PTCD3_HUMAN Pentatricopeptide repeat domain-containing protein 3, mitochondrial OS=Homo sapiens GN=PTCD3 PE=1 SV=3	PTCD3	0	0	1	0	0	2	1	0
13347	>sp|P62937|PPIA_HUMAN Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens GN=PPIA PE=1 SV=2	PPIA	0	0	1	1	1	0	0	2
71235	>sp|P28221|5HT1D_HUMAN 5-hydroxytryptamine receptor 1D OS=Homo sapiens GN=HTR1D PE=1 SV=1	HTR1D	0	1	1	0	0	0	0	0
6279	>sp|Q9NVQ4|FAIM1_HUMAN Fas apoptotic inhibitory molecule 1 OS=Homo sapiens GN=FAIM PE=1 SV=1	FAIM	0	0	1	0	0	0	0	0
494	>sp|Q13155|AIMP2_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens GN=AIMP2 PE=1 SV=2	AIMP2	0	0	1	1	2	1	0	1
2632	>sp|Q9BXW7|CECR5_HUMAN Cat eye syndrome critical region protein 5 OS=Homo sapiens GN=CECR5 PE=1 SV=1	CECR5	0	0	1	0	0	0	0	0
16597	>sp|O15269|SPTC1_HUMAN Serine palmitoyltransferase 1 OS=Homo sapiens GN=SPTLC1 PE=1 SV=1	SPTLC1	0	0	1	2	2	4	4	3
11273	>sp|P53985|MOT1_HUMAN Monocarboxylate transporter 1 OS=Homo sapiens GN=SLC16A1 PE=1 SV=3	SLC16A1	0	0	1	3	3	4	5	5
76910	>sp|Q13316|DMP1_HUMAN Dentin matrix acidic phosphoprotein 1 OS=Homo sapiens GN=DMP1 PE=1 SV=2	DMP1	0	1	1	0	0	0	0	0
527	>sp|Q8IWZ3|ANKH1_HUMAN Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens GN=ANKHD1 PE=1 SV=1	ANKHD1	0	0	1	0	0	0	0	1
18442	>sp|P30536|TSPO_HUMAN Translocator protein OS=Homo sapiens GN=TSPO PE=1 SV=3	TSPO	0	0	1	0	1	1	0	1
13332	>sp|Q8WVV4|POF1B_HUMAN Protein POF1B OS=Homo sapiens GN=POF1B PE=1 SV=3	POF1B	0	0	1	0	0	0	0	0
11584	>sp|Q7Z5P9|MUC19_HUMAN Mucin-19 OS=Homo sapiens GN=MUC19 PE=1 SV=3	MUC19	0	0	1	0	0	0	0	0
11481	>sp|B2RTY4|MYO9A_HUMAN Unconventional myosin-IXa OS=Homo sapiens GN=MYO9A PE=1 SV=2	MYO9A	0	0	1	0	0	0	0	0
8158	>sp|Q13576|IQGA2_HUMAN Ras GTPase-activating-like protein IQGAP2 OS=Homo sapiens GN=IQGAP2 PE=1 SV=4	IQGAP2	0	0	1	0	0	0	0	0
12242	>sp|O00634|NET3_HUMAN Netrin-3 OS=Homo sapiens GN=NTN3 PE=1 SV=1	NTN3	0	0	1	0	0	0	0	0
11655	>sp|Q13459|MYO9B_HUMAN Unconventional myosin-IXb OS=Homo sapiens GN=MYO9B PE=1 SV=3	MYO9B	0	0	1	0	0	0	0	0
8489	>sp|Q9BQA1|MEP50_HUMAN Methylosome protein 50 OS=Homo sapiens GN=WDR77 PE=1 SV=1	WDR77	0	0	1	1	2	1	1	1
77151	>sp|P48664|EAA4_HUMAN Excitatory amino acid transporter 4 OS=Homo sapiens GN=SLC1A6 PE=2 SV=1	SLC1A6	0	1	1	0	0	0	0	0
6083	>sp|Q9Y262|EIF3L_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens GN=EIF3L PE=1 SV=1	EIF3L	0	0	1	0	1	0	0	0
5004	>sp|Q9H0A8|COMD4_HUMAN COMM domain-containing protein 4 OS=Homo sapiens GN=COMMD4 PE=1 SV=1	COMMD4	0	0	1	1	1	0	1	0
14773	>sp|O95153|RIMB1_HUMAN Peripheral-type benzodiazepine receptor-associated protein 1 OS=Homo sapiens GN=TSPOAP1 PE=1 SV=2	TSPOAP1	0	0	1	0	0	0	0	0
5308	>sp|Q9BSF4|CS052_HUMAN Uncharacterized protein C19orf52 OS=Homo sapiens GN=C19orf52 PE=1 SV=2	C19orf52	0	0	1	1	1	0	0	0
70913	>Q9U6Y5 SWISS-PROT:Q9U6Y5 Green fluorescent protein (GFP-Cter-HisTag)	Unknown	1	0	0	51	48	90	88	86
9586	>sp|Q04695|K1C17_HUMAN Keratin, type I cytoskeletal 17 OS=Homo sapiens GN=KRT17 PE=1 SV=2	KRT17	1	0	0	4	8	6	4	4
9669	>sp|Q86Y46|K2C73_HUMAN Keratin, type II cytoskeletal 73 OS=Homo sapiens GN=KRT73 PE=1 SV=1	KRT73	1	0	0	3	1	0	0	0
12691	>sp|P41219|PERI_HUMAN Peripherin OS=Homo sapiens GN=PRPH PE=1 SV=2	PRPH	0	0	0	1	0	0	0	0
4082	>sp|Q58FF6|H90B4_HUMAN Putative heat shock protein HSP 90-beta 4 OS=Homo sapiens GN=HSP90AB4P PE=5 SV=1	HSP90AB4P	0	0	0	1	0	0	0	0
9523	>sp|Q6KB66|K2C80_HUMAN Keratin, type II cytoskeletal 80 OS=Homo sapiens GN=KRT80 PE=1 SV=2	KRT80	1	0	0	2	3	5	1	4
5539	>sp|Q9NR30|DDX21_HUMAN Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5	DDX21	0	0	0	4	0	5	7	5
13847	>sp|P04049|RAF1_HUMAN RAF proto-oncogene serine/threonine-protein kinase OS=Homo sapiens GN=RAF1 PE=1 SV=1	RAF1	0	0	0	1	0	0	0	0
4158	>sp|Q13547|HDAC1_HUMAN Histone deacetylase 1 OS=Homo sapiens GN=HDAC1 PE=1 SV=1	HDAC1	0	0	0	3	2	3	0	4
36	>sp|O00767|ACOD_HUMAN Acyl-CoA desaturase OS=Homo sapiens GN=SCD PE=1 SV=2	SCD	0	0	0	2	2	1	3	2
12969	>sp|Q99569|PKP4_HUMAN Plakophilin-4 OS=Homo sapiens GN=PKP4 PE=1 SV=2	PKP4	0	0	0	3	2	0	0	0
14918	>sp|P61353|RL27_HUMAN 60S ribosomal protein L27 OS=Homo sapiens GN=RPL27 PE=1 SV=2	RPL27	0	0	0	2	2	5	5	5
12212	>sp|Q16718|NDUA5_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens GN=NDUFA5 PE=1 SV=3	NDUFA5	0	0	0	2	1	5	5	3
12669	>sp|Q15365|PCBP1_HUMAN Poly(rC)-binding protein 1 OS=Homo sapiens GN=PCBP1 PE=1 SV=2	PCBP1	0	0	0	2	0	2	2	1
8549	>sp|Q9NX63|MIC19_HUMAN MICOS complex subunit MIC19 OS=Homo sapiens GN=CHCHD3 PE=1 SV=1	CHCHD3	0	0	0	2	2	4	4	3
2323	>sp|O14735|CDIPT_HUMAN CDP-diacylglycerol--inositol 3-phosphatidyltransferase OS=Homo sapiens GN=CDIPT PE=1 SV=1	CDIPT	0	0	0	3	1	0	0	0
15411	>sp|P06702|S10A9_HUMAN Protein S100-A9 OS=Homo sapiens GN=S100A9 PE=1 SV=1	S100A9	0	0	0	2	2	0	0	0
13714	>sp|P43686|PRS6B_HUMAN 26S protease regulatory subunit 6B OS=Homo sapiens GN=PSMC4 PE=1 SV=2	PSMC4	0	0	0	1	1	2	2	1
11837	>sp|Q9P032|NDUF4_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 OS=Homo sapiens GN=NDUFAF4 PE=1 SV=1	NDUFAF4	0	0	0	2	0	1	1	1
3257	>sp|O95163|ELP1_HUMAN Elongator complex protein 1 OS=Homo sapiens GN=IKBKAP PE=1 SV=3	IKBKAP	0	0	0	2	5	0	2	0
12447	>sp|Q14978|NOLC1_HUMAN Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens GN=NOLC1 PE=1 SV=2	NOLC1	0	0	0	2	2	10	9	7
5755	>sp|Q9UBM7|DHCR7_HUMAN 7-dehydrocholesterol reductase OS=Homo sapiens GN=DHCR7 PE=1 SV=1	DHCR7	0	0	0	2	0	3	4	3
15985	>sp|O95347|SMC2_HUMAN Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2 PE=1 SV=2	SMC2	0	0	0	2	1	2	3	3
16988	>sp|Q9NRH3|TBG2_HUMAN Tubulin gamma-2 chain OS=Homo sapiens GN=TUBG2 PE=2 SV=1	TUBG2	0	0	0	2	3	0	4	5
14427	>sp|Q9NXS2|QPCTL_HUMAN Glutaminyl-peptide cyclotransferase-like protein OS=Homo sapiens GN=QPCTL PE=1 SV=2	QPCTL	0	0	0	2	0	1	0	0
8130	>sp|Q9UL03|INT6_HUMAN Integrator complex subunit 6 OS=Homo sapiens GN=INTS6 PE=1 SV=1	INTS6	0	0	0	2	2	0	0	2
14923	>sp|O76021|RL1D1_HUMAN Ribosomal L1 domain-containing protein 1 OS=Homo sapiens GN=RSL1D1 PE=1 SV=3	RSL1D1	0	0	0	1	0	2	2	2
1432	>sp|P20020|AT2B1_HUMAN Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens GN=ATP2B1 PE=1 SV=3	ATP2B1	0	0	0	1	0	1	0	0
9134	>sp|P13674|P4HA1_HUMAN Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens GN=P4HA1 PE=1 SV=2	P4HA1	0	0	0	1	0	0	0	0
15802	>sp|Q9Y2H2|SAC2_HUMAN Phosphatidylinositide phosphatase SAC2 OS=Homo sapiens GN=INPP5F PE=1 SV=3	INPP5F	0	0	0	1	0	1	2	1
19522	>sp|Q7Z2W4|ZCCHV_HUMAN Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens GN=ZC3HAV1 PE=1 SV=3	ZC3HAV1	0	0	0	1	0	1	1	1
15769	>sp|Q9Y265|RUVB1_HUMAN RuvB-like 1 OS=Homo sapiens GN=RUVBL1 PE=1 SV=1	RUVBL1	0	0	0	2	1	2	2	2
15557	>sp|P31949|S10AB_HUMAN Protein S100-A11 OS=Homo sapiens GN=S100A11 PE=1 SV=2	S100A11	0	0	0	1	1	1	1	1
3466	>sp|P55884|EIF3B_HUMAN Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens GN=EIF3B PE=1 SV=3	EIF3B	0	0	0	1	0	0	0	0
2908	>sp|Q9Y6K0|CEPT1_HUMAN Choline/ethanolaminephosphotransferase 1 OS=Homo sapiens GN=CEPT1 PE=1 SV=1	CEPT1	0	0	0	1	1	3	3	2
7242	>sp|Q9H1K4|GHC2_HUMAN Mitochondrial glutamate carrier 2 OS=Homo sapiens GN=SLC25A18 PE=1 SV=1	SLC25A18	0	0	0	1	0	0	0	0
5412	>sp|Q9UJV9|DDX41_HUMAN Probable ATP-dependent RNA helicase DDX41 OS=Homo sapiens GN=DDX41 PE=1 SV=2	DDX41	0	0	0	1	0	0	0	0
17981	>sp|P60174|TPIS_HUMAN Triosephosphate isomerase OS=Homo sapiens GN=TPI1 PE=1 SV=3	TPI1	0	0	0	1	1	0	0	0
13756	>sp|Q13200|PSMD2_HUMAN 26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens GN=PSMD2 PE=1 SV=3	PSMD2	0	0	0	1	0	0	0	0
37	>sp|O14734|ACOT8_HUMAN Acyl-coenzyme A thioesterase 8 OS=Homo sapiens GN=ACOT8 PE=1 SV=1	ACOT8	0	0	0	1	0	0	0	0
685	>sp|Q9H1A4|APC1_HUMAN Anaphase-promoting complex subunit 1 OS=Homo sapiens GN=ANAPC1 PE=1 SV=1	ANAPC1	0	0	0	1	0	1	1	1
3249	>sp|O15371|EIF3D_HUMAN Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens GN=EIF3D PE=1 SV=1	EIF3D	0	0	0	1	1	0	0	0
13824	>sp|P61289|PSME3_HUMAN Proteasome activator complex subunit 3 OS=Homo sapiens GN=PSME3 PE=1 SV=1	PSME3	0	0	0	1	0	0	0	0
17664	>sp|Q9Y3A6|TMED5_HUMAN Transmembrane emp24 domain-containing protein 5 OS=Homo sapiens GN=TMED5 PE=1 SV=1	TMED5	0	0	0	1	0	3	3	2
17997	>sp|Q96SK2|TM209_HUMAN Transmembrane protein 209 OS=Homo sapiens GN=TMEM209 PE=1 SV=2	TMEM209	0	0	0	1	0	1	1	1
10167	>sp|Q71RC2|LARP4_HUMAN La-related protein 4 OS=Homo sapiens GN=LARP4 PE=1 SV=3	LARP4	0	0	0	1	1	0	0	0
8835	>sp|P52948|NUP98_HUMAN Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 PE=1 SV=4	NUP98	0	0	0	1	0	1	0	1
12004	>sp|Q9HAS0|NJMU_HUMAN Protein Njmu-R1 OS=Homo sapiens GN=C17orf75 PE=1 SV=2	C17orf75	0	0	0	1	1	1	0	1
16313	>sp|Q01130|SRSF2_HUMAN Serine/arginine-rich splicing factor 2 OS=Homo sapiens GN=SRSF2 PE=1 SV=4	SRSF2	0	0	0	1	0	0	0	0
294	>sp|Q15758|AAAT_HUMAN Neutral amino acid transporter B(0) OS=Homo sapiens GN=SLC1A5 PE=1 SV=2	SLC1A5	0	0	0	1	2	6	5	5
12232	>sp|Q8WTT2|NOC3L_HUMAN Nucleolar complex protein 3 homolog OS=Homo sapiens GN=NOC3L PE=1 SV=1	NOC3L	0	0	0	1	0	1	0	0
3789	>sp|Q3T8J9|GON4L_HUMAN GON-4-like protein OS=Homo sapiens GN=GON4L PE=1 SV=1	GON4L	0	0	0	1	0	0	0	0
9765	>sp|Q8N752|KC1AL_HUMAN Casein kinase I isoform alpha-like OS=Homo sapiens GN=CSNK1A1L PE=2 SV=2	CSNK1A1L	0	0	0	1	1	1	1	1
1142	>sp|Q9UH62|ARMX3_HUMAN Armadillo repeat-containing X-linked protein 3 OS=Homo sapiens GN=ARMCX3 PE=1 SV=1	ARMCX3	0	0	0	1	3	0	0	0
10324	>sp|Q9HBL6|LRTM1_HUMAN Leucine-rich repeat and transmembrane domain-containing protein 1 OS=Homo sapiens GN=LRTM1 PE=2 SV=1	LRTM1	0	0	0	1	0	0	0	0
75615	>sp|Q495D7|CL036_HUMAN Putative uncharacterized protein encoded by LINC01559 OS=Homo sapiens GN=LINC01559 PE=2 SV=1	LINC01559	0	1	0	1	0	0	0	0
2111	>sp|Q9NZT1|CALL5_HUMAN Calmodulin-like protein 5 OS=Homo sapiens GN=CALML5 PE=1 SV=2	CALML5	0	0	0	1	1	0	0	0
